night,AsleepUnspecified,Awake,Core,Deep,InBed,REM,TotalSleepHours
2021-12-06,0.0,0.0,0.0,0.0,6.968055555555556,0.0,0.0
2021-12-07,0.0,0.0,0.0,0.0,7.100555555555556,0.0,0.0
2021-12-08,0.0,0.0,0.0,0.0,7.091944444444445,0.0,0.0
2021-12-09,0.0,0.0,0.0,0.0,6.776944444444444,0.0,0.0
2021-12-10,0.0,0.0,0.0,0.0,0.37666666666666665,0.0,0.0
2021-12-12,0.0,0.0,0.0,0.0,6.796388888888889,0.0,0.0
2021-12-13,0.0,0.0,0.0,0.0,6.894166666666666,0.0,0.0
2021-12-14,0.0,0.0,0.0,0.0,6.758611111111111,0.0,0.0
2021-12-15,0.0,0.0,0.0,0.0,0.023888888888888887,0.0,0.0
2021-12-16,0.0,0.0,0.0,0.0,6.324722222222222,0.0,0.0
2021-12-17,0.0,0.0,0.0,0.0,6.461388888888889,0.0,0.0
2021-12-20,0.0,0.0,0.0,0.0,10.374722222222221,0.0,0.0
2021-12-21,0.0,0.0,0.0,0.0,11.010833333333334,0.0,0.0
2021-12-22,0.0,0.0,0.0,0.0,8.161111111111111,0.0,0.0
2021-12-23,0.0,0.0,0.0,0.0,7.540277777777778,0.0,0.0
2021-12-27,0.0,0.0,0.0,0.0,5.546111111111111,0.0,0.0
2021-12-28,0.0,0.0,0.0,0.0,7.305555555555555,0.0,0.0
2021-12-29,0.0,0.0,0.0,0.0,3.1508333333333334,0.0,0.0
2021-12-30,0.0,0.0,0.0,0.0,6.915,0.0,0.0
2021-12-31,0.0,0.0,0.0,0.0,5.308888888888889,0.0,0.0
2022-01-03,0.0,0.0,0.0,0.0,3.3775,0.0,0.0
2022-01-04,0.0,0.0,0.0,0.0,5.9816666666666665,0.0,0.0
2022-01-05,0.0,0.0,0.0,0.0,7.479166666666667,0.0,0.0
2022-01-06,0.0,0.0,0.0,0.0,5.505277777777778,0.0,0.0
2022-01-07,0.0,0.0,0.0,0.0,5.2716666666666665,0.0,0.0
2022-01-10,0.0,0.0,0.0,0.0,9.455833333333333,0.0,0.0
2022-01-11,0.0,0.0,0.0,0.0,4.931666666666667,0.0,0.0
2022-01-12,0.0,0.0,0.0,0.0,6.732777777777778,0.0,0.0
2022-01-13,0.0,0.0,0.0,0.0,6.0875,0.0,0.0
2022-01-14,0.0,0.0,0.0,0.0,5.993055555555555,0.0,0.0
2022-01-17,0.0,0.0,0.0,0.0,6.391666666666667,0.0,0.0
2022-01-18,0.0,0.0,0.0,0.0,5.1130555555555555,0.0,0.0
2022-01-19,0.0,0.0,0.0,0.0,7.3180555555555555,0.0,0.0
2022-01-20,0.0,0.0,0.0,0.0,7.487222222222222,0.0,0.0
2022-01-21,0.0,0.0,0.0,0.0,6.852777777777778,0.0,0.0
2022-01-24,0.0,0.0,0.0,0.0,14.498333333333335,0.0,0.0
2022-01-25,0.0,0.0,0.0,0.0,0.0016666666666666666,0.0,0.0
2022-01-26,0.0,0.0,0.0,0.0,6.870277777777778,0.0,0.0
2022-01-27,0.0,0.0,0.0,0.0,7.34,0.0,0.0
2022-01-28,0.0,0.0,0.0,0.0,7.558333333333334,0.0,0.0
2022-01-31,0.0,0.0,0.0,0.0,7.378888888888889,0.0,0.0
2022-02-01,0.0,0.0,0.0,0.0,14.31388888888889,0.0,0.0
